id,source,subject,from
b'10982',,Show your devices some love,Bitdefender <bitdefender@hello.bitdefender.com>
b'10983',,Corinne Pourchez прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'10984',,Показ объявления запланирован или уже начался,Facebook Ads Team <advertise-noreply@support.facebook.com>
b'10985',,Эти вакансии вас могут заинтересовать!,"""rabota.ua"" <noreply@rabota.ua>"
b'10986',,"Идеи на темы «Идеи для скрапбукинга», «Художественные мероприятия» и многие другие, которые обязательно вам понравятся",Pinterest <pinterest-recommendations@ideas.pinterest.com>
b'10987',,Confused Which Software to Buy? Get Demo Now!,Khushbu Tekchandani <khushbu@softwaresuggest.com>
b'10988',,Показ объявления запланирован или уже начался,Facebook Ads Team <advertise-noreply@support.facebook.com>
b'10989',,Your application for Data scientist at Grid Dynamics,Grid Dynamics Recruiting Team <notification@jobvite.com>
b'10990',,6 новых вакансий «Junior Data Analyst» в Киеве,"""Work.ua"" <website@work.ua>"
b'10991',,С Днем Валентина! Пусть все будет любовь ❤,ROZETKA <bestdeal@rozetka.com.ua>
b'10992',,Computers are everywhere,edX <news@edx.org>
b'10993',,"Урсол, Тиждень Бургерів збігає кінця!",Uber Eats <uber.ukraine@uber.com>
b'10994',,"DOU Daily: разработка Composer-пакетов, как начать в React Native, 5 месяцев на remote",DOU <support@dou.ua>
b'10995',,Показ объявления запланирован или уже начался,Facebook Ads Team <advertise-noreply@support.facebook.com>
b'10996',,Показ объявлений запланирован или уже начался,Facebook Ads Team <advertise-noreply@support.facebook.com>
b'10997',,⛱️Наконец дождались! Снизили цены на туры в Турцию,ROZETKA <bestdeal@rozetka.com.ua>
b'10998',,Показ объявлений запланирован или уже начался,Facebook Ads Team <advertise-noreply@support.facebook.com>
b'10999',,Вам открыт доступ для редактирования (SLA),"""Полищук Екатерина (через Google Т аблицы)"" <ekaterynapolishchuk@gmail.com>"
b'11000',,Заплануйте замовлення вечері у додатку Uber Eats.,Uber Eats <uber.ukraine@uber.com>
b'11001',,Показ объявлений запланирован или уже начался,Facebook Ads Team <advertise-noreply@support.facebook.com>
b'11002',,Genesis IT School 8.0 // Реєстрація,Genesis IT School <school@gen.tech>
b'11003',,Показ объявлений запланирован или уже начался,Facebook Ads Team <advertise-noreply@support.facebook.com>
b'11004',,Эти вакансии вас могут заинтересовать!,"""rabota.ua"" <noreply@rabota.ua>"
b'11005',,"«Английский Язык», «Эскизы Татуировок» и другие популярные поисковые запросы",Pinterest <recommendations@explore.pinterest.com>
b'11006',,Показ объявлений запланирован или уже начался,Facebook Ads Team <advertise-noreply@support.facebook.com>
b'11007',,Оповещение системы безопасности,Google <no-reply@accounts.google.com>
b'11008',,"✅ Тамара, завершите настройку устройства Huawei HONOR 10i: установите новейшие приложения Google",Google <no-reply@accounts.google.com>
b'11009',,"Смотрите ещё вакансии, похожие на вакансию «Machine Learning Engineer» в компании Agoda",LinkedIn <jobs-noreply@linkedin.com>
b'11010',,Вам открыт доступ для редактирования (Overview),"""Mite Mite (через Google Таблицы)"" <svtsk.mv@gmail.com>"
b'11011',,8 новых вакансий «Junior Data Analyst» в Киеве,"""Work.ua"" <website@work.ua>"
b'11012',,Ваша реклама не показывается,Facebook Ads Team <advertise-noreply@support.facebook.com>
b'11013',,"DOU Daily: defer в Go, .NET дайджест, налоги для руководителей иностранных компаний",DOU <support@dou.ua>
b'11014',,Эти вакансии вас могут заинтересовать!,"""rabota.ua"" <noreply@rabota.ua>"
b'11015',,"Ваше резюме успешно доставлено в компанию ""SoftConstruct"" на вакансию ""Data Analyst \ Data  Engineer""","""rabota.ua"" <noreply@rabota.ua>"
b'11016',,Ваше резюме успешно доставлено в компанию «SoftConstruct»,"""rabota.ua"" <noreply@rabota.ua>"
b'11017',,Показ объявлений запланирован или уже начался,Facebook Ads Team <advertise-noreply@support.facebook.com>
b'11018',,Visme offer code for you,Payman Taei <accounts@accounts.visme.com>
b'11019',,Новинки категории Мобильные телефоны,ROZETKA <bestdeal@rozetka.com.ua>
b'11020',,Эти вакансии вас могут заинтересовать!,"""rabota.ua"" <noreply@rabota.ua>"
b'11021',,📌 Вас ожидают новые идеи,Pinterest <recommendations@explore.pinterest.com>
b'11022',,Gerard Oriez прокомментировал публикацию Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11023',,Christian Witte прокомментировал публикацию Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11024',,20+ новых вакансий «Junior Data Analyst» в Киеве за неделю,"""Work.ua"" <website@work.ua>"
b'11025',,The AI revolution is here,edX <news@edx.org>
b'11026',,Daniel Bierfreund прокомментировал публикацию Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11027',,Rüdiger Hahn прокомментировал публикацию Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11028',,"DOU Daily: на что жалуются IT-специалисты, BA дайджест, варианты карьерного роста",DOU <support@dou.ua>
b'11029',,Скидки до 50% на чай Lovare!,ROZETKA <bestdeal@rozetka.com.ua>
b'11030',,"Акция! Скидки на капсулы Ariel, Tide + бесплатная доставка",ROZETKA <bestdeal@rozetka.com.ua>
b'11031',,Оставьте отзыв о купленном товаре: Плед LightHouse Happy Sheep 140х200 Синий (2200000550309),ROZETKA <bestdeal@rozetka.com.ua>
b'11032',,Эти вакансии вас могут заинтересовать!,"""rabota.ua"" <noreply@rabota.ua>"
b'11033',,Показ объявления запланирован или уже начался,Facebook Ads Team <advertise-noreply@support.facebook.com>
b'11034',,"Идеи на темы «Сенсорные сумки», «Детские игры» и многие другие, которые обязательно вам понравятся",Pinterest <recommendations@explore.pinterest.com>
b'11035',,Peter Otto прокомментировал публикацию Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11036',,EPAM Systems нанимает на следующую должность: Senior Python Engineer.,LinkedIn <jobs-listings@linkedin.com>
b'11037',,You have 1 new Slack message 🙂,Monja from Databox <monja@databox.com>
b'11038',,Willy Oesterreich прокомментировал публикацию Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11039',,Показ объявлений запланирован или уже начался,Facebook Ads Team <advertise-noreply@support.facebook.com>
b'11040',,Renate Ries прокомментировала публикацию Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11041',,20 новых вакансий «Junior Data Analyst» в Киеве,"""Work.ua"" <website@work.ua>"
b'11042',,Renn Möhre прокомментировал публикацию Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11043',,Показ объявления запланирован или уже начался,Facebook Ads Team <advertise-noreply@support.facebook.com>
b'11044',,"DOU Daily: стажировка в LinkedIn в США, 10 методов эффективной работы, инструменты Jira",DOU <support@dou.ua>
b'11045',,😱Сезонний розпродаж зі знижками -70%,"""Shafa.ua"" <hello@shafa.com.ua>"
b'11046',,☀️Summer is coming: час планувати канікули!,"""Британський табір STUDY.UA"" <camp2@study.ua>"
b'11047',,"Розсилка DOU #269: топ-50 ІТ-компаній України, чим незадоволені програмісти, реферальні програми в IT",DOU <support@dou.ua>
b'11048',,Некоторые из ваших объявлений были отклонены,Facebook Ads Team <advertise-noreply@support.facebook.com>
b'11049',,Показ объявлений запланирован или уже начался,Facebook Ads Team <advertise-noreply@support.facebook.com>
b'11050',,Dmitrii  Pavlenko прокомментировал фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11051',,Alexandra Pavlenko прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11052',,Станислав Тельки прокомментировал фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11053',,Показ объявлений запланирован или уже начался,Facebook Ads Team <advertise-noreply@support.facebook.com>
b'11054',,Arsen Gabrielian прокомментировал фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11055',,Alina Golovata прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11056',,Эти вакансии вас могут заинтересовать!,"""rabota.ua"" <noreply@rabota.ua>"
b'11057',,"Посмотрите, кто подписался на вашу Страницу",Facebook <notification@facebookmail.com>
b'11058',,"bg, ink_watercolor и еще 12 досок, которые могут вам понравиться",Pinterest <recommendations@explore.pinterest.com>
b'11059',,Показ объявления запланирован или уже начался,Facebook Ads Team <advertise-noreply@support.facebook.com>
b'11060',,"4 фразы, из-за которых могут уволить. Дайджест 391","""Work.ua"" <website@work.ua>"
b'11061',,"Посмотрите, кто подписался на вашу Страницу",Facebook <notification@facebookmail.com>
b'11062',,"Посмотрите, кто подписался на вашу Страницу",Facebook <notification@facebookmail.com>
b'11063',,"Узнайте, кто отметил вашу Страницу как понравившуюся",Facebook <notification@facebookmail.com>
b'11064',,"Посмотрите, кто упоминал вашу Страницу",Facebook <notification@facebookmail.com>
b'11065',,11 новых вакансий «Junior Data Analyst» в Киеве,"""Work.ua"" <website@work.ua>"
b'11066',,🍯🥞 Скидки до 60%! Встречаем щедрую Масленицу,ROZETKA <bestdeal@rozetka.com.ua>
b'11067',,Name the #1 emerging job in 2020!,edX <news@edx.org>
b'11068',,Your Redbooth Business trial ends tomorrow,Suthan from Redbooth <suthan@redbooth.com>
b'11069',,"Посмотрите, кто подписался на вашу Страницу",Facebook <notification@facebookmail.com>
b'11070',,"Тамара, подходящие вакансии",HeadHunter <no_reply@hh.ua>
b'11071',,"DOU Daily: Ревизор в Elitex, программистка на комбинате, топ-100 аутсорсеров",DOU <support@dou.ua>
b'11072',,"Посмотрите, кто подписался на вашу Страницу",Facebook <notification@facebookmail.com>
b'11073',,Євген Клопотенко про навчання у Швейцарії,STUDY Academy <newslist@obuchenie.com.ua>
b'11074',,Показ объявлений запланирован или уже начался,Facebook Ads Team <advertise-noreply@support.facebook.com>
b'11075',,Некоторые из ваших объявлений были отклонены,Facebook Ads Team <advertise-noreply@support.facebook.com>
b'11076',,Теперь тысячи государственных вакансий доступны на Work.ua,"""Work.ua"" <website@work.ua>"
b'11077',,Показ объявления запланирован или уже начался,Facebook Ads Team <advertise-noreply@support.facebook.com>
b'11078',,Alexandra Pavlenko прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11079',,Показ объявлений запланирован или уже начался,Facebook Ads Team <advertise-noreply@support.facebook.com>
b'11080',,Эти вакансии вас могут заинтересовать!,"""rabota.ua"" <noreply@rabota.ua>"
b'11081',,[Tomorrow] Joint webinar with Snowflake on our integration,"""Research from data.world"" <research@data.world>"
b'11082',,Показ объявлений запланирован или уже начался,Facebook Ads Team <advertise-noreply@support.facebook.com>
b'11083',,Рекомендуемые пины на тему «Альбом для путешествий»,Pinterest <pinterest-recommendations@ideas.pinterest.com>
b'11084',,"PostgreSQL 12 Availability, Showcase Videos, and SameSite 🍪 Updates",Heroku <no-reply@heroku.com>
b'11085',,Показ объявлений запланирован или уже начался,Facebook Ads Team <advertise-noreply@support.facebook.com>
b'11086',,Показ объявлений запланирован или уже начался,Facebook Ads Team <advertise-noreply@support.facebook.com>
b'11087',,Показ объявлений запланирован или уже начался,Facebook Ads Team <advertise-noreply@support.facebook.com>
b'11088',,Показ объявления запланирован или уже начался,Facebook Ads Team <advertise-noreply@support.facebook.com>
b'11089',,"Tamara, просмотрите новую рекомендацию контакта",LinkedIn <messages-noreply@linkedin.com>
b'11090',,7 новых вакансий «Junior Data Analyst» в Киеве,"""Work.ua"" <website@work.ua>"
b'11091',,Franklin Go прокомментировал публикацию Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11092',,Показ объявления запланирован или уже начался,Facebook Ads Team <advertise-noreply@support.facebook.com>
b'11093',,"Тамара, обновите резюме — появились новые вакансии!",HeadHunter <no_reply@hh.ua>
b'11094',,Notification for new visit,skedythebot.scheduling@gmail.com
b'11095',,Notification for new visit,skedythebot.scheduling@gmail.com
b'11096',,Notification for new visit,skedythebot.scheduling@gmail.com
b'11097',,Notification for new visit,skedythebot.scheduling@gmail.com
b'11098',,Toptal нанимает на следующую должность: Python Developer – Remote.,LinkedIn <jobs-listings@linkedin.com>
b'11099',,Тиждень піци збігає кінця! 😱,Uber Eats <uber.ukraine@uber.com>
b'11100',,Notification for new visit,skedythebot.scheduling@gmail.com
b'11101',,Notification for new visit,skedythebot.scheduling@gmail.com
b'11102',,"DOU Daily: компьютерное зрение в UI-тестировании, оптимизация деплоя, Brexit и релокация",DOU <support@dou.ua>
b'11103',,Notification for new visit,skedythebot.scheduling@gmail.com
b'11104',,Notification for new visit,skedythebot.scheduling@gmail.com
b'11105',,Notification for new visit,skedythebot.scheduling@gmail.com
b'11106',,Notification for new visit,skedythebot.scheduling@gmail.com
b'11107',,Notification for new visit,skedythebot.scheduling@gmail.com
b'11108',,Показ объявления запланирован или уже начался,Facebook Ads Team <advertise-noreply@support.facebook.com>
b'11109',,🏷️Последний товар – последний шанс! Скидки до 60%,ROZETKA <bestdeal@rozetka.com.ua>
b'11110',,Notification for new visit,skedythebot.scheduling@gmail.com
b'11111',,Notification for new visit,skedythebot.scheduling@gmail.com
b'11112',,Notification for new visit,skedythebot.scheduling@gmail.com
b'11113',,Notification for new visit,skedythebot.scheduling@gmail.com
b'11114',,Notification for new visit,skedythebot.scheduling@gmail.com
b'11115',,"Tamara, люди интересуются Вашим профилем в LinkedIn.",LinkedIn <messages-noreply@linkedin.com>
b'11116',,Вам понравятся эти 5 блогов,Tumblr <no-reply@tumblr.com>
b'11117',,"Посмотрите, кто упоминал вашу Страницу",Facebook <notification@facebookmail.com>
b'11118',,"Gantt, Wiki, Terms of Service",Zenkit <noreply@zenkit.com>
b'11119',,Martina Špačková прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11120',,Maria Dubina прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11121',,Аттестация,Google Формы <forms-receipts-noreply@google.com>
b'11122',,Эти вакансии вас могут заинтересовать!,"""rabota.ua"" <noreply@rabota.ua>"
b'11123',," Тамара, смотрите, что у Вас нового в Google Фото  ",Google Photos <noreply-photos@google.com>
b'11124',,Рекомендуемые темы,Pinterest <recommendations@explore.pinterest.com>
b'11125',,Irina Chernous прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11126',,Maria Cristina прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11127',,8 новых вакансий «Junior Data Analyst» в Киеве,"""Work.ua"" <website@work.ua>"
b'11128',,Показ объявления запланирован или уже начался,Facebook Ads Team <advertise-noreply@support.facebook.com>
b'11129',,Ваш профиль появлялся в результатах поиска 4 раза на этой неделе,LinkedIn <notifications-noreply@linkedin.com>
b'11130',,"Grit, Google, and Gratitude is all you need",edX <news@edx.org>
b'11131',,Sonja Gjengstö прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11132',,Let's talk about Software Architecture,Yulia Horoshchak from SoftServe <Events-EU@softserveinc.com>
b'11133',,James Hamilton прокомментировал(-а) фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11134',,"DOU Daily: как присоединиться к open source, reverse engineering, разница между Linux и MacOS",DOU <support@dou.ua>
b'11135',,"Узнайте, кто отметил вашу Страницу как понравившуюся",Facebook <notification@facebookmail.com>
b'11136',,Zamfir Andreea прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11137',,Zamfir Andreea прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11138',,Zamfir Andreea прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11139',,Показ объявлений запланирован или уже начался,Facebook Ads Team <advertise-noreply@support.facebook.com>
b'11140',,Conny Juergens прокомментировала публикацию Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11141',,Показ объявлений запланирован или уже начался,Facebook Ads Team <advertise-noreply@support.facebook.com>
b'11142',,Показ объявления запланирован или уже начался,Facebook Ads Team <advertise-noreply@support.facebook.com>
b'11143',,"Идеи на темы «Занятия для малыша», «Детское творчество» и многие другие, которые обязательно вам понравятся",Pinterest <pinterest-recommendations@ideas.pinterest.com>
b'11144',,Carsten Schmidt прокомментировал публикацию Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11145',,Gameloft нанимает на следующую должность: Game Developer (C++).,LinkedIn <jobs-listings@linkedin.com>
b'11146',,Эти вакансии вас могут заинтересовать!,"""rabota.ua"" <noreply@rabota.ua>"
b'11147',,Мария Йорданова прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11148',,Olive Tina прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11149',,"Привет, Tim! «Обои На Телефон», «Белый Фон» и другие популярные поисковые запросы",Pinterest <recommendations@explore.pinterest.com>
b'11150',,10 новых вакансий «Junior Data Analyst» в Киеве,"""Work.ua"" <website@work.ua>"
b'11151',,Подробнее об обновленных Условиях использования…,Google <noreply-utos@google.com>
b'11152',,"DOU Daily: оптимальный Docker-образ, Java дайджест, лайфхаки от PM",DOU <support@dou.ua>
b'11153',,Орк-подкастер только что добавил(а) видео,YouTube <noreply@youtube.com>
b'11154',,Эти вакансии вас могут заинтересовать!,"""rabota.ua"" <noreply@rabota.ua>"
b'11155',,📌 Рекомендуемые пины на тему «Снежная королева»,Pinterest <recommendations@inspire.pinterest.com>
b'11156',,"У вас 8 новых рекомендаций Страниц, в том числе Доктор Исаенко.",Facebook <notification@facebookmail.com>
b'11157',,[GitHub] Please reset your password,GitHub <noreply@github.com>
b'11158',,[GitHub] Please review this sign in,GitHub <noreply@github.com>
b'11159',,[GitHub] Your password was reset,GitHub <noreply@github.com>
b'11160',,Account confirmation – Please complete your Google Cloud Platform profile,Google Cloud Platform <CloudPlatform-noreply@google.com>
b'11161',,"Детское Творчество, Альбом Путешествий и другие идеи для поиска",Pinterest <recommendations@explore.pinterest.com>
b'11162',,Vlad Lazebnyk прокомментировал фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11163',,Эти вакансии вас могут заинтересовать!,"""rabota.ua"" <noreply@rabota.ua>"
b'11164',,"Посмотрите, кто подписался на вашу Страницу",Facebook <notification@facebookmail.com>
b'11165',,"Привет, Tim! ✏ Популярные пины на тему «дизайн»",Pinterest <recommendations@inspire.pinterest.com>
b'11166',,"Посмотрите, кто подписался на вашу Страницу",Facebook <notification@facebookmail.com>
b'11167',,"Узнайте, кто отметил вашу Страницу как понравившуюся",Facebook <notification@facebookmail.com>
b'11168',,20+ новых вакансий «Junior Data Analyst» в Киеве за неделю,"""Work.ua"" <website@work.ua>"
b'11169',,It’s no longer business as usual,edX <news@edx.org>
b'11170',,"DOU Daily: зарубежные поездки ІТ-команд, iOS дайджест, бизнес-литература",DOU <support@dou.ua>
b'11171',,"Скидки на капсулы Ariel, Tide + бесплатная доставка!",ROZETKA <bestdeal@rozetka.com.ua>
b'11172',,"Посмотрите, кто подписался на вашу Страницу",Facebook <notification@facebookmail.com>
b'11173',,"Посмотрите, кто подписался на вашу Страницу",Facebook <notification@facebookmail.com>
b'11174',,Julia Piskun прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11175',,Jelena Bulj прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11176',,"Посмотрите, кто подписался на вашу Страницу",Facebook <notification@facebookmail.com>
b'11177',,Alexandra Popescu прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11178',,Welcome to HERE,HERE <account@here.com>
b'11179',,Thank you for choosing HERE,donotreply@here.com
b'11180',,Your HERE plan order confirmation,donotreply@here.com
b'11181',,"Tamara, thanks for connecting with HERE Technologies",HERE Technologies <marketing@email.engage.here.com>
b'11182',,Вже завтра...,"""Shafa.ua"" <hello@shafa.com.ua>"
b'11183',,Covance нанимает на следующую должность: Junior Programmer Analyst.,LinkedIn <jobs-listings@linkedin.com>
b'11184',,Thank for your visit,skedythebot.scheduling@gmail.com
b'11185',,Thank for your visit,skedythebot.scheduling@gmail.com
b'11186',,Thank for your visit,skedythebot.scheduling@gmail.com
b'11187',,Thank for your visit,skedythebot.scheduling@gmail.com
b'11188',,"Привет, Tim! pintura porto, Architecture Illustration и еще 12 досок, которые могут вам понравиться",Pinterest <recommendations@inspire.pinterest.com>
b'11189',,"Посмотрите, кто упоминал вашу Страницу",Facebook <notification@facebookmail.com>
b'11190',,"Посмотрите, кто упоминал вашу Страницу",Facebook <notification@facebookmail.com>
b'11191',,17 новых вакансий «Junior Data Analyst» в Киеве,"""Work.ua"" <website@work.ua>"
b'11192',,Gabriel Tuchendrea прокомментировал фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11193',,"Посмотрите, кто упоминал вашу Страницу",Facebook <notification@facebookmail.com>
b'11194',,"Посмотрите, кто упоминал вашу Страницу",Facebook <notification@facebookmail.com>
b'11195',,Nina Heric прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11196',,Peter Jansson прокомментировал фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11197',,"Посмотрите, кто упоминал вашу Страницу",Facebook <notification@facebookmail.com>
b'11198',,⭐100 днів до літа! Виберіть програму канікул на презентації,"""STUDY.UA Summer"" <newslist@obuchenie.com.ua>"
b'11199',,Останній тиждень пропозицій до річниці Uber Eats в Україні! 😱,Uber Eats <uber.ukraine@uber.com>
b'11200',,"DOU Daily: junior дайджест, здоровье спины, сертификация Oracle",DOU <support@dou.ua>
b'11201',,Maria Cristina прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11202',,Dmitrii  Pavlenko прокомментировал фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11203',,Dmitrii  Pavlenko прокомментировал фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11204',,Maria Cristina прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11205',,"Узнайте, кто отметил вашу Страницу как понравившуюся",Facebook <notification@facebookmail.com>
b'11206',,Dmitrii  Pavlenko прокомментировал фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11207',,"📌 Мы выбрали для вас «Детское творчество», «Эдмунд дюлак» и другие темы",Pinterest <recommendations@explore.pinterest.com>
b'11208',,Почалося!!!,"""Shafa.ua"" <hello@shafa.com.ua>"
b'11209',,Інформація щодо Вашого платежу,ПриватБанк <info@pb.ua>
b'11210',,Alexandra Alexandra прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11211',,Alexandra Alexandra прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11212',,New features in Tableau Public,Tableau Software <visualanalysis@data.tableau.com>
b'11213',,"4 ошибки в рабочем чате, о которых вы не подозревали. Дайджест 392","""Work.ua"" <website@work.ua>"
b'11214',,Разовый код,Служба технической поддержки учетных  записей Майкрософт <account-security-noreply@accountprotection.microsoft.com>
b'11215',,[GitHub] A third-party OAuth application has been added to your account,GitHub <noreply@github.com>
b'11216',,"TamaraUrsol, welcome to SlideShare!",Slideshare <no-reply@bounce.slideshare.net>
b'11217',,"More content like "" Data Stewardship: An Actionable Guide to Effective Data Management and Data Governance P.D.F_book""",Slideshare <no-reply@bounce.slideshare.net>
b'11218',,Оповещение системы безопасности,Google <no-reply@accounts.google.com>
b'11219',,"📄 ""Unit1-KRA"" by Divya Paspureddy",Academia <updates@academia-mail.com>
b'11220',,Welcome to Academia.edu!,"""Academia.edu"" <updates@academia-mail.com>"
b'11221',,Here's your download,"""Academia.edu"" <updates@academia-mail.com>"
b'11222',,"5 Minute Overview of Data Management - Watson, Richard","""Academia.edu"" <premium@academia-mail.com>"
b'11223',,"Тамара, just one final step","""Academia.edu"" <premium@academia-mail.com>"
b'11224',,📌 Рекомендуемые пины на тему «Низкополигональная модель»,Pinterest <recommendations@inspire.pinterest.com>
b'11225',,Create a map and start geocoding: basic tutorials,Richard from HERE <developeraccounts@here.com>
b'11226',,Prometheus просить вашої підтримки,Prometheus <no-reply@prometheus.org.ua>
b'11227',,9 новых вакансий «Junior Data Analyst» в Киеве,"""Work.ua"" <website@work.ua>"
b'11228',,🌷🎁 Весенние скидки до 65%! Подготовьте подарки к празднику,ROZETKA <bestdeal@rozetka.com.ua>
b'11229',,Advancing to a new position with a Professional Certificate,edX <news@edx.org>
b'11230',,"Тамара, подходящие вакансии",HeadHunter <no_reply@hh.ua>
b'11231',,Аттестация : результат опубликован,olga.venets@gmail.com
b'11232',,"DOU Daily: как реализовать мечты о собственном бизнесе, A/B-тестирование, экспорт украинского ІТ",DOU <support@dou.ua>
b'11233',,"Посмотрите, кто подписался на вашу Страницу",Facebook <notification@facebookmail.com>
b'11234',,"Посмотрите, кто подписался на вашу Страницу",Facebook <notification@facebookmail.com>
b'11235',,Олександр Матяш прокомментировал фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11236',,Сьогодні -70% на взуття,"""Shafa.ua"" <hello@shafa.com.ua>"
b'11237',,Anton Kondraschov прокомментировал фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11238',,Артем Хапко прокомментировал фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11239',,Dionis Phoenix прокомментировал фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11240',,Roza Orsaza прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11241',,Лина Ковалева прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11242',,Марія Балабан прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11243',,Артем Хапко прокомментировал фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11244',,Компания SoftConstruct просмотрела ваш отклик на вакансию ,"""rabota.ua"" <noreply@rabota.ua>"
b'11245',,Скидки до 50% на чай Lovare!,ROZETKA <bestdeal@rozetka.com.ua>
b'11246',,Ваша выписка по рекламе для Facebook (Идентификатор аккаунта: 435257440723195),Facebook Ads Team <advertise-noreply@support.facebook.com>
b'11247',,3Shape нанимает на следующую должность: Data Analyst.,LinkedIn <jobs-listings@linkedin.com>
b'11248',,Bianca Gutierrez Reyna прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11249',,Welcome to Mindomo,Mindomo Team <webmaster@mindomo.com>
b'11250',,James Hamilton прокомментировал(-а) фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11251',,Thank you for trying us out!,Mindomo Team <webmaster@mindomo.com>
b'11252',,"Альбом для путешествий, Art Homes/Buildings Of Whimsy и еще 12 досок, которые могут вам понравиться",Pinterest <pinterest-recommendations@ideas.pinterest.com>
b'11253',,Thank for your visit,skedythebot.scheduling@gmail.com
b'11254',,Thank for your visit,skedythebot.scheduling@gmail.com
b'11255',,Thank for your visit,skedythebot.scheduling@gmail.com
b'11256',,"Посмотрите, кто подписался на вашу Страницу",Facebook <notification@facebookmail.com>
b'11257',,"Tamara, просмотрите новую рекомендацию контакта",LinkedIn <messages-noreply@linkedin.com>
b'11258',,7 новых вакансий «Junior Data Analyst» в Киеве,"""Work.ua"" <website@work.ua>"
b'11259',,Jooble. Нашли работу?,Jooble <subscribe@ua.jooble.org>
b'11260',,🌷📺 Топ подарков! Выбирайте технику для дома с весенними скидками,ROZETKA <bestdeal@rozetka.com.ua>
b'11261',,"Tamara, 9 обновлений ожидают Вас в LinkedIn.",LinkedIn <notifications-noreply@linkedin.com>
b'11262',,"Тамара, обновите резюме — появились новые вакансии!",HeadHunter <no_reply@hh.ua>
b'11263',,Roza Orsaza прокомментировала фото Scheduling for shoppers.,Facebook <notification@facebookmail.com>
b'11264',,"DOU Daily: тестирование безопасности mobile, ML для эконометрики, иммиграция ІТ-специалистов",DOU <support@dou.ua>
b'11265',,"📄 ""REVIEW OF DATABASE AND PROMINENT PROGRAMMES""",Academia <updates@academia-mail.com>
